Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate,Assessment District,Taxing Body Count,Assessment Ratio,Cook County Equalization Factor,Effective Property Tax Rate,Tax Rate Proportion,ETR Share
2010,27009,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.274,8.841,Oak Park,15,11.34,3.3,3.30847902,0.030991969,0.10253628
2010,27009,50760000,Oak Park Park District,0.436,8.841,Oak Park,15,11.34,3.3,3.30847902,0.049315688,0.16315992
2010,27009,43020000,Triton Community College District 504,0.225,8.841,Oak Park,15,11.34,3.3,3.30847902,0.02544961,0.0841995
2010,27009,42020000,Consolidated High School 200,2.529,8.841,Oak Park,15,11.34,3.3,3.30847902,0.286053614,0.94640238
2010,27009,40580000,School District 97,3.032,8.841,Oak Park,15,11.34,3.3,3.30847902,0.34294763,1.13463504
2010,27009,30920502,TIF Village of Oak Park-Madison St Business Cord,0,8.841,Oak Park,15,11.34,3.3,3.30847902,0,0
2010,27009,30920001,Village of Oak Park Library Fund,0.451,8.841,Oak Park,15,11.34,3.3,3.30847902,0.051012329,0.16877322
2010,27009,30920000,Village of Oak Park,1.189,8.841,Oak Park,15,11.34,3.3,3.30847902,0.134487049,0.44494758
2010,27009,20180004,Oak Park Mental Health District,0.077,8.841,Oak Park,15,11.34,3.3,3.30847902,0.008709422,0.02881494
2010,27009,20180002,General Assistance Oak Park,0.024,8.841,Oak Park,15,11.34,3.3,3.30847902,0.002714625,0.00898128
2010,27007,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.274,8.841,Oak Park,15,11.34,3.3,3.30847902,0.030991969,0.10253628
2010,27007,50760000,Oak Park Park District,0.436,8.841,Oak Park,15,11.34,3.3,3.30847902,0.049315688,0.16315992
2010,27007,42020000,Consolidated High School 200,2.529,8.841,Oak Park,15,11.34,3.3,3.30847902,0.286053614,0.94640238
2010,27006,20180000,Town Oak Park,0.119,8.841,Oak Park,15,11.34,3.3,3.30847902,0.013460016,0.04453218
2010,27006,10020000,Forest Preserve District of Cook County,0.051,8.841,Oak Park,15,11.34,3.3,3.30847902,0.005768578,0.01908522
2010,27006,10010001,Consolidated Elections,0,8.841,Oak Park,15,11.34,3.3,3.30847902,0,0
2010,27006,10010000,Cook County,0.423,8.841,Oak Park,15,11.34,3.3,3.30847902,0.047845266,0.15829506
2010,27005,90010000,Des Plaines Valley Mosquito Abatement Dist,0.011,9.677,Oak Park,16,11.34,3.3,3.62132694,0.001136716,0.00411642
2010,27005,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.274,9.677,Oak Park,16,11.34,3.3,3.62132694,0.02831456,0.10253628
2010,27005,50760000,Oak Park Park District,0.436,9.677,Oak Park,16,11.34,3.3,3.62132694,0.045055286,0.16315992
2010,27006,20180002,General Assistance Oak Park,0.024,8.841,Oak Park,15,11.34,3.3,3.30847902,0.002714625,0.00898128
2010,27005,43020000,Triton Community College District 504,0.225,9.677,Oak Park,16,11.34,3.3,3.62132694,0.023251008,0.0841995
2010,27005,40580000,School District 97,3.032,9.677,Oak Park,16,11.34,3.3,3.62132694,0.313320244,1.13463504
2010,27005,30920500,TIF Village of Oak Park-Greater Mall Area,0,9.677,Oak Park,16,11.34,3.3,3.62132694,0,0
2010,27005,30920100,Village of Oak Park Special Services Area 1,0.836,9.677,Oak Park,16,11.34,3.3,3.62132694,0.08639041,0.31284792
2010,27005,30920001,Village of Oak Park Library Fund,0.451,9.677,Oak Park,16,11.34,3.3,3.62132694,0.046605353,0.16877322
2010,27005,30920000,Village of Oak Park,1.189,9.677,Oak Park,16,11.34,3.3,3.62132694,0.122868658,0.44494758
2010,27005,20180004,Oak Park Mental Health District,0.077,9.677,Oak Park,16,11.34,3.3,3.62132694,0.007957011,0.02881494
2010,27005,20180002,General Assistance Oak Park,0.024,9.677,Oak Park,16,11.34,3.3,3.62132694,0.002480107,0.00898128
2010,27005,42020000,Consolidated High School 200,2.529,9.677,Oak Park,16,11.34,3.3,3.62132694,0.261341325,0.94640238
2010,27006,20180004,Oak Park Mental Health District,0.077,8.841,Oak Park,15,11.34,3.3,3.30847902,0.008709422,0.02881494
2010,27006,30920000,Village of Oak Park,1.189,8.841,Oak Park,15,11.34,3.3,3.30847902,0.134487049,0.44494758
2010,27006,30920001,Village of Oak Park Library Fund,0.451,8.841,Oak Park,15,11.34,3.3,3.30847902,0.051012329,0.16877322
2010,27007,40580000,School District 97,3.032,8.841,Oak Park,15,11.34,3.3,3.30847902,0.34294763,1.13463504
2010,27007,30920103,Village of Oak Park Special Service Area 4,0,8.841,Oak Park,15,11.34,3.3,3.30847902,0,0
2010,27007,30920001,Village of Oak Park Library Fund,0.451,8.841,Oak Park,15,11.34,3.3,3.30847902,0.051012329,0.16877322
2010,27007,30920000,Village of Oak Park,1.189,8.841,Oak Park,15,11.34,3.3,3.30847902,0.134487049,0.44494758
2010,27007,20180004,Oak Park Mental Health District,0.077,8.841,Oak Park,15,11.34,3.3,3.30847902,0.008709422,0.02881494
2010,27007,20180002,General Assistance Oak Park,0.024,8.841,Oak Park,15,11.34,3.3,3.30847902,0.002714625,0.00898128
2010,27007,20180000,Town Oak Park,0.119,8.841,Oak Park,15,11.34,3.3,3.30847902,0.013460016,0.04453218
2010,27007,10020000,Forest Preserve District of Cook County,0.051,8.841,Oak Park,15,11.34,3.3,3.30847902,0.005768578,0.01908522
2010,27007,10010001,Consolidated Elections,0,8.841,Oak Park,15,11.34,3.3,3.30847902,0,0
2010,27007,10010000,Cook County,0.423,8.841,Oak Park,15,11.34,3.3,3.30847902,0.047845266,0.15829506
2010,27006,90010000,Des Plaines Valley Mosquito Abatement Dist,0.011,8.841,Oak Park,15,11.34,3.3,3.30847902,0.001244203,0.00411642
2010,27006,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.274,8.841,Oak Park,15,11.34,3.3,3.30847902,0.030991969,0.10253628
2010,27006,50760000,Oak Park Park District,0.436,8.841,Oak Park,15,11.34,3.3,3.30847902,0.049315688,0.16315992
2010,27006,43020000,Triton Community College District 504,0.225,8.841,Oak Park,15,11.34,3.3,3.30847902,0.02544961,0.0841995
2010,27006,42020000,Consolidated High School 200,2.529,8.841,Oak Park,15,11.34,3.3,3.30847902,0.286053614,0.94640238
2010,27006,40580000,School District 97,3.032,8.841,Oak Park,15,11.34,3.3,3.30847902,0.34294763,1.13463504
2010,27006,30920102,Village of Oak Park Special Service Area 3,0,8.841,Oak Park,15,11.34,3.3,3.30847902,0,0
2010,27007,43020000,Triton Community College District 504,0.225,8.841,Oak Park,15,11.34,3.3,3.30847902,0.02544961,0.0841995
2010,27010,30920000,Village of Oak Park,1.189,8.841,Oak Park,16,11.34,3.3,3.30847902,0.134487049,0.44494758
2010,27010,30920001,Village of Oak Park Library Fund,0.451,8.841,Oak Park,16,11.34,3.3,3.30847902,0.051012329,0.16877322
2010,27010,30920103,Village of Oak Park Special Service Area 4,0,8.841,Oak Park,16,11.34,3.3,3.30847902,0,0
2010,27010,30920502,TIF Village of Oak Park-Madison St Business Cord,0,8.841,Oak Park,16,11.34,3.3,3.30847902,0,0
2010,27011,40580000,School District 97,3.032,8.841,Oak Park,15,11.34,3.3,3.30847902,0.34294763,1.13463504
2010,27011,30920104,Village of Oak Park Special Service Area 5,0,8.841,Oak Park,15,11.34,3.3,3.30847902,0,0
2010,27011,30920001,Village of Oak Park Library Fund,0.451,8.841,Oak Park,15,11.34,3.3,3.30847902,0.051012329,0.16877322
2010,27011,30920000,Village of Oak Park,1.189,8.841,Oak Park,15,11.34,3.3,3.30847902,0.134487049,0.44494758
2010,27011,20180004,Oak Park Mental Health District,0.077,8.841,Oak Park,15,11.34,3.3,3.30847902,0.008709422,0.02881494
2010,27011,20180002,General Assistance Oak Park,0.024,8.841,Oak Park,15,11.34,3.3,3.30847902,0.002714625,0.00898128
2010,27011,20180000,Town Oak Park,0.119,8.841,Oak Park,15,11.34,3.3,3.30847902,0.013460016,0.04453218
2010,27011,42020000,Consolidated High School 200,2.529,8.841,Oak Park,15,11.34,3.3,3.30847902,0.286053614,0.94640238
2010,27011,10020000,Forest Preserve District of Cook County,0.051,8.841,Oak Park,15,11.34,3.3,3.30847902,0.005768578,0.01908522
2010,27011,10010000,Cook County,0.423,8.841,Oak Park,15,11.34,3.3,3.30847902,0.047845266,0.15829506
2010,27010,90010000,Des Plaines Valley Mosquito Abatement Dist,0.011,8.841,Oak Park,16,11.34,3.3,3.30847902,0.001244203,0.00411642
2010,27010,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.274,8.841,Oak Park,16,11.34,3.3,3.30847902,0.030991969,0.10253628
2010,27010,50760000,Oak Park Park District,0.436,8.841,Oak Park,16,11.34,3.3,3.30847902,0.049315688,0.16315992
2010,27010,43020000,Triton Community College District 504,0.225,8.841,Oak Park,16,11.34,3.3,3.30847902,0.02544961,0.0841995
2010,27010,42020000,Consolidated High School 200,2.529,8.841,Oak Park,16,11.34,3.3,3.30847902,0.286053614,0.94640238
2010,27010,40580000,School District 97,3.032,8.841,Oak Park,16,11.34,3.3,3.30847902,0.34294763,1.13463504
2010,27011,10010001,Consolidated Elections,0,8.841,Oak Park,15,11.34,3.3,3.30847902,0,0
2010,27011,43020000,Triton Community College District 504,0.225,8.841,Oak Park,15,11.34,3.3,3.30847902,0.02544961,0.0841995
2010,27011,50760000,Oak Park Park District,0.436,8.841,Oak Park,15,11.34,3.3,3.30847902,0.049315688,0.16315992
2010,27011,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.274,8.841,Oak Park,15,11.34,3.3,3.30847902,0.030991969,0.10253628
2010,27012,90010000,Des Plaines Valley Mosquito Abatement Dist,0.011,8.841,Oak Park,15,11.34,3.3,3.30847902,0.001244203,0.00411642
2010,27012,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.274,8.841,Oak Park,15,11.34,3.3,3.30847902,0.030991969,0.10253628
2010,27012,50760000,Oak Park Park District,0.436,8.841,Oak Park,15,11.34,3.3,3.30847902,0.049315688,0.16315992
2010,27012,43020000,Triton Community College District 504,0.225,8.841,Oak Park,15,11.34,3.3,3.30847902,0.02544961,0.0841995
2010,27012,42020000,Consolidated High School 200,2.529,8.841,Oak Park,15,11.34,3.3,3.30847902,0.286053614,0.94640238
2010,27012,40580000,School District 97,3.032,8.841,Oak Park,15,11.34,3.3,3.30847902,0.34294763,1.13463504
2010,27012,30920105,Village of Oak Park Special Service Area 6,0,8.841,Oak Park,15,11.34,3.3,3.30847902,0,0
2010,27012,30920001,Village of Oak Park Library Fund,0.451,8.841,Oak Park,15,11.34,3.3,3.30847902,0.051012329,0.16877322
2010,27012,30920000,Village of Oak Park,1.189,8.841,Oak Park,15,11.34,3.3,3.30847902,0.134487049,0.44494758
2010,27012,20180004,Oak Park Mental Health District,0.077,8.841,Oak Park,15,11.34,3.3,3.30847902,0.008709422,0.02881494
2010,27012,20180002,General Assistance Oak Park,0.024,8.841,Oak Park,15,11.34,3.3,3.30847902,0.002714625,0.00898128
2010,27012,20180000,Town Oak Park,0.119,8.841,Oak Park,15,11.34,3.3,3.30847902,0.013460016,0.04453218
2010,27012,10020000,Forest Preserve District of Cook County,0.051,8.841,Oak Park,15,11.34,3.3,3.30847902,0.005768578,0.01908522
2010,27012,10010001,Consolidated Elections,0,8.841,Oak Park,15,11.34,3.3,3.30847902,0,0
2010,27012,10010000,Cook County,0.423,8.841,Oak Park,15,11.34,3.3,3.30847902,0.047845266,0.15829506
2010,27011,90010000,Des Plaines Valley Mosquito Abatement Dist,0.011,8.841,Oak Park,15,11.34,3.3,3.30847902,0.001244203,0.00411642
2011,27003,30920101,Village of Oak Park Special Service Area 2,0,10.551,Oak Park,15,9.8,2.9706,3.071594459,0,0
2011,27003,30920001,Village of Oak Park Library Fund,0.557,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.052791205,0.162153172
2011,27003,30920000,Village of Oak Park,1.422,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.134773955,0.413970934
2011,27003,20180004,Oak Park Mental Health District,0.093,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.00881433,0.027074048
2011,27003,20180002,General Assistance Oak Park,0.029,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.002748555,0.008442445
2011,27003,20180000,Town Oak Park,0.142,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.01345844,0.04133887
2011,27003,10020000,Forest Preserve District of Cook County,0.058,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.005497109,0.01688489
2011,27003,40580000,School District 97,3.596,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.340820775,1.046863205
2011,27003,10010001,Consolidated Elections,0.025,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.002369444,0.00727797
2011,27002,90010000,Des Plaines Valley Mosquito Abatement Dist,0.014,11.521,Oak Park,15,9.8,2.9706,3.353979695,0.001215172,0.004075663
2011,27002,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.32,11.521,Oak Park,15,9.8,2.9706,3.353979695,0.027775367,0.093158016
2011,27002,50760000,Oak Park Park District,0.518,11.521,Oak Park,15,9.8,2.9706,3.353979695,0.044961375,0.150799538
2011,27002,43020000,Triton Community College District 504,0.267,11.521,Oak Park,15,9.8,2.9706,3.353979695,0.023175072,0.07772872
2011,27002,42020000,Consolidated High School 200,3.048,11.521,Oak Park,15,9.8,2.9706,3.353979695,0.264560368,0.887330102
2011,27002,40580000,School District 97,3.596,11.521,Oak Park,15,9.8,2.9706,3.353979695,0.312125684,1.046863205
2011,27002,30920100,Village of Oak Park Special Services Area 1,0.97,11.521,Oak Park,15,9.8,2.9706,3.353979695,0.08419408,0.282385236
2011,27003,10010000,Cook County,0.462,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.043787319,0.134496886
2011,27003,42020000,Consolidated High School 200,3.048,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.28888257,0.887330102
2011,27003,43020000,Triton Community College District 504,0.267,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.025305658,0.07772872
2011,27003,50760000,Oak Park Park District,0.518,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.049094873,0.150799538
2011,27004,90010000,Des Plaines Valley Mosquito Abatement Dist,0.014,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.001326888,0.004075663
2011,27004,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.32,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.030328879,0.093158016
2011,27004,50760000,Oak Park Park District,0.518,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.049094873,0.150799538
2011,27004,43020000,Triton Community College District 504,0.267,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.025305658,0.07772872
2011,27004,42020000,Consolidated High School 200,3.048,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.28888257,0.887330102
2011,27004,40580000,School District 97,3.596,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.340820775,1.046863205
2011,27004,30920500,TIF Village of Oak Park-Greater Mall Area,0,10.551,Oak Park,15,9.8,2.9706,3.071594459,0,0
2011,27004,30920001,Village of Oak Park Library Fund,0.557,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.052791205,0.162153172
2011,27004,30920000,Village of Oak Park,1.422,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.134773955,0.413970934
2011,27004,20180004,Oak Park Mental Health District,0.093,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.00881433,0.027074048
2011,27004,20180002,General Assistance Oak Park,0.029,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.002748555,0.008442445
2011,27004,20180000,Town Oak Park,0.142,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.01345844,0.04133887
2011,27004,10020000,Forest Preserve District of Cook County,0.058,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.005497109,0.01688489
2011,27004,10010001,Consolidated Elections,0.025,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.002369444,0.00727797
2011,27004,10010000,Cook County,0.462,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.043787319,0.134496886
2011,27003,90010000,Des Plaines Valley Mosquito Abatement Dist,0.014,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.001326888,0.004075663
2011,27003,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.32,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.030328879,0.093158016
2011,27002,30920001,Village of Oak Park Library Fund,0.557,11.521,Oak Park,15,9.8,2.9706,3.353979695,0.048346498,0.162153172
2011,27002,30920000,Village of Oak Park,1.422,11.521,Oak Park,15,9.8,2.9706,3.353979695,0.123426786,0.413970934
2011,27002,20180004,Oak Park Mental Health District,0.093,11.521,Oak Park,15,9.8,2.9706,3.353979695,0.008072216,0.027074048
2011,27002,20180002,General Assistance Oak Park,0.029,11.521,Oak Park,15,9.8,2.9706,3.353979695,0.002517143,0.008442445
2011,27001,10010000,Cook County,0.462,10.551,Oak Park,14,9.8,2.9706,3.071594459,0.043787319,0.134496886
2011,27002,20180000,Town Oak Park,0.142,11.521,Oak Park,15,9.8,2.9706,3.353979695,0.012325319,0.04133887
2011,27002,10020000,Forest Preserve District of Cook County,0.058,11.521,Oak Park,15,9.8,2.9706,3.353979695,0.005034285,0.01688489
2011,27002,10010001,Consolidated Elections,0.025,11.521,Oak Park,15,9.8,2.9706,3.353979695,0.002169951,0.00727797
2011,27002,10010000,Cook County,0.462,11.521,Oak Park,15,9.8,2.9706,3.353979695,0.040100686,0.134496886
2011,27001,90010000,Des Plaines Valley Mosquito Abatement Dist,0.014,10.551,Oak Park,14,9.8,2.9706,3.071594459,0.001326888,0.004075663
2011,27001,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.32,10.551,Oak Park,14,9.8,2.9706,3.071594459,0.030328879,0.093158016
2011,27001,50760000,Oak Park Park District,0.518,10.551,Oak Park,14,9.8,2.9706,3.071594459,0.049094873,0.150799538
2011,27001,43020000,Triton Community College District 504,0.267,10.551,Oak Park,14,9.8,2.9706,3.071594459,0.025305658,0.07772872
2011,27001,42020000,Consolidated High School 200,3.048,10.551,Oak Park,14,9.8,2.9706,3.071594459,0.28888257,0.887330102
2011,27001,40580000,School District 97,3.596,10.551,Oak Park,14,9.8,2.9706,3.071594459,0.340820775,1.046863205
2011,27001,30920001,Village of Oak Park Library Fund,0.557,10.551,Oak Park,14,9.8,2.9706,3.071594459,0.052791205,0.162153172
2011,27001,30920000,Village of Oak Park,1.422,10.551,Oak Park,14,9.8,2.9706,3.071594459,0.134773955,0.413970934
2011,27001,20180004,Oak Park Mental Health District,0.093,10.551,Oak Park,14,9.8,2.9706,3.071594459,0.00881433,0.027074048
2011,27001,20180002,General Assistance Oak Park,0.029,10.551,Oak Park,14,9.8,2.9706,3.071594459,0.002748555,0.008442445
2011,27001,20180000,Town Oak Park,0.142,10.551,Oak Park,14,9.8,2.9706,3.071594459,0.01345844,0.04133887
2011,27001,10020000,Forest Preserve District of Cook County,0.058,10.551,Oak Park,14,9.8,2.9706,3.071594459,0.005497109,0.01688489
2011,27001,10010001,Consolidated Elections,0.025,10.551,Oak Park,14,9.8,2.9706,3.071594459,0.002369444,0.00727797
2011,27005,10010000,Cook County,0.462,11.521,Oak Park,16,9.8,2.9706,3.353979695,0.040100686,0.134496886
2011,27005,10010001,Consolidated Elections,0.025,11.521,Oak Park,16,9.8,2.9706,3.353979695,0.002169951,0.00727797
2011,27005,10020000,Forest Preserve District of Cook County,0.058,11.521,Oak Park,16,9.8,2.9706,3.353979695,0.005034285,0.01688489
2011,27005,20180000,Town Oak Park,0.142,11.521,Oak Park,16,9.8,2.9706,3.353979695,0.012325319,0.04133887
2011,27009,10010000,Cook County,0.462,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.043787319,0.134496886
2011,27008,90010000,Des Plaines Valley Mosquito Abatement Dist,0.014,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.001326888,0.004075663
2011,27008,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.32,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.030328879,0.093158016
2011,27008,50760000,Oak Park Park District,0.518,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.049094873,0.150799538
2011,27008,43020000,Triton Community College District 504,0.267,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.025305658,0.07772872
2011,27008,42020000,Consolidated High School 200,3.048,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.28888257,0.887330102
2011,27008,40580000,School District 97,3.596,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.340820775,1.046863205
2011,27009,10010001,Consolidated Elections,0.025,10.551,Oak Park,15,9.8,2.9706,3.071594459,0.002369444,0.00727797
2011,27008,30920501,TIF Village of Oak Park-Harlem Ave/Garfield Ave,0,10.551,Oak Park,15,9.8,2.9706,3.071594459,0,0
